uf;localidade;CEP;expr.;rodo;tarifa;frap;distribuidor;redespacho
PB;JUAZEIRINHO;58660000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;JUNCO DO SERIDO;58640000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;JURIPIRANGA;58330000; 08; 12;Interior;Nao;CO JOAO PESSOA 01;
PB;JURU;58750000; 10; 14;Interior;Nao;CO CAJAZEIRAS 01;
PB;LAGOA;58835000; 08; 12;Interior;Nao;CO CAJAZEIRAS 01;
PB;LAGOA DE DENTRO;58250000; 08; 12;Interior;Nao;CO JOAO PESSOA 01;
PB;LAGOA SECA;58117000; 07; 11;Interior;Nao;CO CAMPINA GRANDE 01;
PB;LASTRO;58820000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;LIVRAMENTO;58690000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;LOGRADOURO;58254000; 07; 11;Interior;Nao;CO JOAO PESSOA 01;
PB;LUCENA;58315000; 07; 11;Interior;Nao;CO JOAO PESSOA 01;
PB;MAE DAGUA;58740000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;MALTA;58713000; 07; 11;Interior;Nao;CO CAJAZEIRAS 01;
PB;MAMANGUAPE;58280000; 05; 09;Interior;Nao;CO JOAO PESSOA 01;
PB;MANAIRA;58995000; 10; 14;Interior;Nao;CO CAJAZEIRAS 01;
PB;MARCACAO;58294000; 07; 11;Interior;Nao;CO JOAO PESSOA 01;
PB;MARI;58345000; 04; 09;Interior;Sim;CO JOAO PESSOA 01;
PB;MARIZOPOLIS;58819000; 05; 09;Interior;Nao;CO CAJAZEIRAS 01;
PB;MASSARANDUBA;58120000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;MATARACA;58292000; 08; 12;Interior;Nao;CO JOAO PESSOA 01;
PB;MATINHAS;58128000; 07; 11;Interior;Nao;CO CAMPINA GRANDE 01;
PB;MATO GROSSO;58832000; 08; 12;Interior;Nao;CO CAJAZEIRAS 01;
PB;MATUREIA;58737000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;MOGEIRO;58375000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;MONTADAS;58145000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;MONTE HOREBE;58950000; 05; 09;Interior;Nao;CO CAJAZEIRAS 01;
PB;MONTEIRO;58500000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;MULUNGU;58354000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;NATUBA;58494000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;NAZAREZINHO;58817000; 05; 09;Interior;Nao;CO CAJAZEIRAS 01;
PB;NOVA FLORESTA;58178000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;NOVA OLINDA;58798000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;NOVA PALMEIRA;58184000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;OLHO DAGUA;58760000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;OLIVEDOS;58160000; 07; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;OURO VELHO;58560000; 07; 11;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PARARI;58575000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PASSAGEM;58734000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PATOS;58700000 a 58708999; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PAULISTA;58860000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;PEDRA BRANCA;58790000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;PEDRA LAVRADA;58180000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PEDRAS DE FOGO;58328000; 07; 11;Interior;Nao;CO JOAO PESSOA 01;
PB;PEDRO REGIS;58273000; 08; 12;Interior;Nao;CO JOAO PESSOA 01;
PB;PIANCO;58765000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;PICUI;58187000; 12; 16;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PILAR;58338000; 08; 12;Interior;Nao;CO JOAO PESSOA 01;
PB;PILOES;58393000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PILOEZINHOS;58210000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PIRPIRITUBA;58213000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PITIMBU;58324000; 07; 11;Interior;Nao;CO JOAO PESSOA 01;
PB;POCINHOS;58150000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;POCO DANTAS;58933000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;POCO DE JOSE DE MOURA;58908000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;POMBAL;58840000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;PRATA;58550000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;PRINCESA ISABEL;58755000; 10; 14;Interior;Nao;CO CAJAZEIRAS 01;
PB;PUXINANA;58115000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;QUEIMADAS;58475000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;QUIXABA;58733000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;REMIGIO;58398000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;RIACHAO;58235000; 04; 09;Interior;Nao;CO JOAO PESSOA 01;
PB;RIACHAO DO BACAMARTE;58382000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;RIACHAO DO POCO;58348000; 09; 13;Interior;Nao;CO JOAO PESSOA 01;
PB;RIACHO DE SANTO ANTONIO;58465000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;RIACHO DOS CAVALOS;58870000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;RIO TINTO;58297000; 05; 09;Interior;Nao;CO JOAO PESSOA 01;
PB;SALGADINHO;58650000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SALGADO DE SAO FELIX;58370000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SANTA CECILIA;58463000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SANTA CRUZ;58824000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SANTA HELENA;58925000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SANTA INES;58978000; 10; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SANTA LUZIA;58600000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SANTA RITA;58300001 a 58303999; 03; 09;Interior;Sim;CO JOAO PESSOA 01;
PB;SANTA TERESINHA;58720000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SANTANA DE MANGUEIRA;58985000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SANTANA DOS GARROTES;58795000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SANTO ANDRE;58675000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO BENTINHO;58857000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO BENTO;58865000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO DOMINGOS DE POMBAL;58853000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO DOMINGOS DO CARIRI;58485000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO FRANCISCO;58818000; 08; 12;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO JOAO DO CARIRI;58590000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO JOAO DO RIO DO PEIXE;58910000; 05; 09;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO JOAO DO TIGRE;58520000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO JOSE DA LAGOA TAPADA;58815000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO JOSE DA MATA;58441000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO JOSE DE CAIANA;58784000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO JOSE DE ESPINHARAS;58723000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO JOSE DE PIRANHAS;58940000; 05; 09;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO JOSE DE PRINCESA;58758000; 11; 14;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO JOSE DO BONFIM;58725000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO JOSE DO BREJO DO CRUZ;58893000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SAO JOSE DO SABUGI;58610000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO JOSE DOS CORDEIROS;58570000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO JOSE DOS RAMOS;58339000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO MAMEDE;58625000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO MIGUEL DE TAIPU;58334000; 07; 11;Interior;Nao;CO JOAO PESSOA 01;
PB;SAO SEBASTIAO DE LAGOA DE ROCA;58119000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO SEBASTIAO DO UMBUZEIRO;58510000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SAO VICENTE DO SERIDO;58158000; 08; 12;Interior;Nao;CO JOAO PESSOA 01;
PB;SAPE;58340000; 04; 09;Interior;Sim;CO JOAO PESSOA 01;
PB;SERIDO;58159000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SERRA BRANCA;58580000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SERRA DA RAIZ;58260000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SERRA GRANDE;58955000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;SERRA REDONDA;58385000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SERRARIA;58395000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SERTAOZINHO;58268000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SOBRADO;58342000; 06; 10;Interior;Nao;CO JOAO PESSOA 01;
PB;SOLANEA;58225000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SOLEDADE;58155000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SOSSEGO;58177000; 07; 11;Interior;Nao;CO CAMPINA GRANDE 01;
PB;SOUSA;58800001 a 58809999; 05; 11;Interior;Nao;CO CAJAZEIRAS 01;
PB;SUME;58540000; 05; 09;Interior;Nao;CO CAMPINA GRANDE 01;
PB;TACIMA;58240000; 08; 12;Interior;Nao;CO JOAO PESSOA 01;
PB;TAPEROA;58680000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;TAVARES;58753000; 10; 14;Interior;Nao;CO CAJAZEIRAS 01;
PB;TEIXEIRA;58735000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;TENORIO;58665000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;TRIUNFO;58920000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;UIRAUNA;58915000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;UMBUZEIRO;58497000; 08; 12;Interior;Nao;CO CAMPINA GRANDE 01;
PB;VARZEA;58620000; 09; 13;Interior;Nao;CO CAMPINA GRANDE 01;
PB;VIEIROPOLIS;58822000; 09; 13;Interior;Nao;CO CAJAZEIRAS 01;
PB;VISTA SERRANA;58710000; 10; 14;Interior;Nao;CO CAJAZEIRAS 01;
PB;ZABELE;58515000; 06; 10;Interior;Nao;CO CAMPINA GRANDE 01;
PE;ABREU E LIMA;53500001 a 53599999; 02; 07;Capital;Sim;CO RECIFE 02;
PE;AFOGADOS DA INGAZEIRA;56800000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;AFRANIO;56360000; 04; 10;Interior;Nao;CO PETROLINA 01;
PE;AGRESTINA;55495000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;AGUA PRETA;55550000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;AGUAS BELAS;55340000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;ALAGOINHA;55260000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;ALIANCA;55890000; 05; 11;Interior;Sim;CO RECIFE 02;
PE;ALTINHO;55490000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;AMARAJI;55515000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;ANGELIM;55430000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;ARACOIABA;53690000; 03; 07;Interior;Sim;CO RECIFE 02;
PE;ARARIPINA;56280000; 08; 14;Interior;Nao;CO PETROLINA 01;
PE;ARCOVERDE;56500001 a 56519999; 08; 15;Interior;Nao;CO CARUARU 01;
PE;BARRA DE GUABIRABA;55690000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;BARREIROS;55560000; 09; 15;Interior;Nao;FL JAD RECIFE;
PE;BELEM DE MARIA;55440000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;BELEM DO SAO FRANCISCO;56440000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;BELO JARDIM;55150001 a 55159999; 08; 15;Interior;Nao;CO CARUARU 01;
PE;BETANIA;56670000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;BEZERROS;55660000; 08; 12;Interior;Sim;FL JAD RECIFE;
PE;BODOCO;56220000; 04; 10;Interior;Nao;CO PETROLINA 01;
PE;BOM CONSELHO;55330000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;BOM JARDIM;55730000; 04; 10;Interior;Nao;CO RECIFE 02;
PE;BONITO;55680000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;BREJAO;55325000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;BREJINHO;56740000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;BREJO DA MADRE DE DEUS;55170000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;BUENOS AIRES;55845000; 06; 12;Interior;Nao;CO RECIFE 02;
PE;BUIQUE;56520000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;CABO DE SANTO AGOSTINHO;54500001 a 54589999; 03; 09;Capital;Sim;FL JAD RECIFE;
PE;CABROBO;56180000; 04; 10;Interior;Nao;CO PETROLINA 01;
PE;CACHOEIRINHA;55380000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;CAETES;55360000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;CALCADO;55375000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;CALUMBI;56930000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;CAMARAGIBE;54750001 a 54799999; 03; 09;Capital;Sim;CO RECIFE 02;
PE;CAMOCIM DE SAO FELIX;55665000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;CAMUTANGA;55930000; 09; 15;Interior;Nao;CO RECIFE 02;
PE;CANHOTINHO;55420000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;CAPOEIRAS;55365000; 05; 15;Interior;Nao;CO GARANHUNS 01;
PE;CARNAIBA;56820000; 08; 18;Interior;Nao;CO GARANHUNS 01;
PE;CARNAUBEIRA DA PENHA;56420000; 06; 12;Interior;Nao;CO GARANHUNS 01;
PE;CARPINA;55810000 a 55819999; 04; 10;Interior;Sim;CO RECIFE 02;
PE;CARUARU;55000001 a 55099999; 03; 09;Capital;Sim;CO CARUARU 01;
PE;CASINHAS;55755000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;CATENDE;55400000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;CEDRO;56130000; 06; 12;Interior;Nao;CO PETROLINA 01;
PE;CHA DE ALEGRIA;55835000; 04; 10;Interior;Nao;CO RECIFE 02;
PE;CHA GRANDE;55636000; 09; 15;Interior;Nao;CO RECIFE 02;
PE;CONDADO;55940000; 05; 11;Interior;Sim;CO RECIFE 02;
PE;CORRENTES;55315000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;CORTES;55525000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;CUMARU;55655000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;CUPIRA;55460000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;CUSTODIA;56640000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;DORMENTES;56355000; 08; 14;Interior;Nao;CO PETROLINA 01;
PE;ESCADA;55500000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;EXU;56230000; 05; 11;Interior;Nao;CO PETROLINA 01;
PE;FEIRA NOVA;55715000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;FERNANDO DE NORONHA;53990000; 11; 17;Interior;Nao;FL JAD RECIFE;
PE;FERREIROS;55880000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;FLORES;56850000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;FLORESTA;56400000; 10; 15;Interior;Nao;CO GARANHUNS 01;
PE;FREI MIGUELINHO;55780000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;GAMELEIRA;55530000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;GARANHUNS;55290001 a 55299999; 03; 12;Capital;Sim;CO GARANHUNS 01;
PE;GLORIA DO GOITA;55620000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;GOIANA;55900000; 04; 09;Interior;Sim;CO RECIFE 02;
PE;GRANITO;56160000; 06; 12;Interior;Nao;CO PETROLINA 01;
PE;GRAVATA;55640001 a 55645999; 08; 12;Interior;Sim;FL JAD RECIFE;
PE;IATI;55345000; 04; 12;Interior;Nao;CO GARANHUNS 01;
PE;IBIMIRIM;56580000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;IBIRAJUBA;55390000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;IGARASSU;53600001 a 53659999; 02; 07;Capital;Sim;CO RECIFE 02;
PE;IGUARACI;56840000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;ILHA DE ITAMARACA;53900000; 04; 08;Interior;Sim;CO RECIFE 02;
PE;INAJA;56560000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;INGAZEIRA;56830000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;IPOJUCA;55590000; 07; 13;Interior;Sim;FL JAD RECIFE;
PE;IPUBI;56260000; 09; 15;Interior;Nao;CO PETROLINA 01;
PE;ITACURUBA;56430000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;ITAIBA;56550000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;ITAMBE;55920000; 04; 10;Interior;Sim;CO RECIFE 02;
PE;ITAPETIM;56720000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;ITAPISSUMA;53700000; 04; 08;Capital;Sim;CO RECIFE 02;
PE;ITAQUITINGA;55950000; 04; 10;Interior;Sim;CO RECIFE 02;
PE;JABOATAO DOS GUARARAPES;54000001 a 54499999; 02; 09;Capital;Sim;FL JAD RECIFE;
PE;JAQUEIRA;55409000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;JATAUBA;55180000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;JATOBA;56470000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;JOAO ALFREDO;55720000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;JOAQUIM NABUCO;55535000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;JUCATI;55398000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;JUPI;55395000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;JUREMA;55480000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;LAGOA DO CARRO;55820000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;LAGOA DO ITAENGA;55840000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;LAGOA DO OURO;55320000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;LAGOA DOS GATOS;55450000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;LAGOA GRANDE;56395000; 04; 10;Interior;Nao;CO PETROLINA 01;
PE;LAJEDO;55385000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;LIMOEIRO;55700000; 08; 14;Interior;Sim;CO RECIFE 02;
PE;MACAPARANA;55865000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;MACHADOS;55740000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;MANARI;56565000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;MARAIAL;55405000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;MIRANDIBA;56980000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;MOREILANDIA;56150000; 07; 12;Interior;Nao;CO PETROLINA 01;
PE;MORENO;54800000; 09; 15;Interior;Sim;FL JAD RECIFE;
PE;NAZARE DA MATA;55800000; 04; 10;Interior;Sim;CO RECIFE 02;
PE;OLINDA;53000001 a 53399999; 02; 07;Capital;Sim;CO RECIFE 02;
PE;OROBO;55745000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;OROCO;56170000; 04; 10;Interior;Nao;CO PETROLINA 01;
PE;OURICURI;56200000; 08; 14;Interior;Nao;CO PETROLINA 01;
PE;PALMARES;55540000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;PALMEIRINA;55310000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;PANELAS;55470000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;PARANATAMA;55355000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;PARNAMIRIM;56163000; 10; 16;Interior;Nao;CO PETROLINA 01;
PE;PASSIRA;55650000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;PAUDALHO;55825000; 04; 10;Interior;Sim;CO RECIFE 02;
PE;PAULISTA;53400001 a 53499999; 02; 07;Capital;Sim;CO RECIFE 02;
PE;PEDRA;55280000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;PERPETUO SOCORRO;55265000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;PESQUEIRA;55200000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;PETROLANDIA;56460000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;PETROLINA;56300000 a 56334999; 02; 07;Capital;Sim;CO PETROLINA 01;
PE;POCAO;55240000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;POMBOS;55630000; 07; 13;Interior;Sim;FL JAD RECIFE;
PE;PRIMAVERA;55510000; 07; 11;Interior;Nao;FL JAD RECIFE;
PE;QUIPAPA;55415000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;QUIXABA;56828000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;RECIFE;50000001 a 52999999; 02; 07;Capital;Sim;CO RECIFE 02;
PE;RIACHO DAS ALMAS;55120000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;RIBEIRAO;55520000; 07; 11;Interior;Nao;FL JAD RECIFE;
PE;RIO FORMOSO;55570000; 07; 11;Interior;Nao;FL JAD RECIFE;
PE;SAIRE;55695000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;SALGADINHO;55675000; 06; 12;Interior;Nao;CO RECIFE 02;
PE;SALGUEIRO;56000000; 09; 15;Interior;Nao;CO PETROLINA 01;
PE;SALOA;55350000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;SANHARO;55250000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;SANTA CRUZ;56215000; 05; 11;Interior;Nao;CO PETROLINA 01;
PE;SANTA CRUZ DA BAIXA VERDE;56895000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;SANTA CRUZ DO CAPIBARIBE;55190000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;SANTA FILOMENA;56210000; 05; 11;Interior;Nao;CO PETROLINA 01;
PE;SANTA MARIA DA BOA VISTA;56380000; 04; 10;Interior;Nao;CO PETROLINA 01;
PE;SANTA MARIA DO CAMBUCA;55765000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;SANTA TEREZINHA;56750000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;SANTANA DE SAO JOAQUIM;55674000; 06; 14;Interior;Nao;CO RECIFE 02;
PE;SAO BENEDITO DO SUL;55410000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;SAO BENTO DO UNA;55370000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;SAO CAITANO;55130000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;SAO JOAO;55435000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;SAO JOAQUIM DO MONTE;55670000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;SAO JOSE DA COROA GRANDE;55565000; 09; 15;Interior;Nao;FL JAD RECIFE;
PE;SAO JOSE DO BELMONTE;56950000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;SAO JOSE DO EGITO;56700000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;SAO LOURENCO DA MATA;54700001 a 54748999; 09; 15;Interior;Sim;CO RECIFE 02;
PE;SAO VICENTE FERRER;55860000; 05; 11;Interior;Nao;CO RECIFE 02;
PE;SERRA TALHADA;56900001 a 56915999; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;SERRITA;56140000; 06; 12;Interior;Nao;CO PETROLINA 01;
PE;SERTANIA;56600000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;SIRINHAEM;55580000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;SOLIDAO;56795000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;SURUBIM;55750000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;TABIRA;56780000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;TACAIMBO;55140000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;TACARATU;56480000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;TAMANDARE;55578000; 07; 13;Interior;Nao;FL JAD RECIFE;
PE;TAQUARITINGA DO NORTE;55790000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;TEREZINHA;55305000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;TERRA NOVA;56190000; 06; 12;Interior;Nao;CO PETROLINA 01;
PE;TIMBAUBA;55870000; 04; 10;Interior;Sim;CO RECIFE 02;
PE;TORITAMA;55125000; 08; 15;Interior;Nao;CO CARUARU 01;
PE;TRACUNHAEM;55805000; 04; 10;Interior;Sim;CO RECIFE 02;
PE;TRINDADE;56250000; 05; 11;Interior;Nao;CO PETROLINA 01;
PE;TRIUNFO;56870000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;TUPANATINGA;56540000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;TUPARETAMA;56760000; 08; 15;Interior;Nao;CO GARANHUNS 01;
PE;VENTUROSA;55270000; 05; 12;Interior;Nao;CO GARANHUNS 01;
PE;VERDEJANTE;56120000; 10; 15;Interior;Nao;CO GARANHUNS 01;
PE;VERTENTE DO LERIO;55760000; 08; 15;Interior;Nao;CO CARUARU 01;
